,GM_DATE,HOME_TEAM,SPREAD_1,ODDS_1,SPREAD_2,ODDS_2,SPREAD_3,ODDS_3,SPREAD_4,ODDS_4
6438,2018-12-07,Brooklyn,-8½,-110,,-,,-,,-
6439,2018-12-08,Dallas,-3½,-110,,-,,-,,-
6440,2018-12-08,Indiana,+5½,-110,,-,,-,,-
6441,2018-12-08,Atlanta,-5½,-110,,-,,-,,-
6442,2018-12-08,Cleveland,-7½,-110,,-,,-,,-
6443,2018-12-08,New York,+2,-110,,-,,-,,-
6444,2018-12-08,Chicago,-7½,-115,,-,,-,,-
6445,2018-12-08,Memphis,+2½,-110,,-,,-,,-
6446,2018-12-08,Portland,+3,-110,,-,,-,,-
6447,2018-12-08,L.A. Clippers,+9½,-110,,-,,-,,-
6448,2018-12-09,San Antonio,-4,-110,,-,,-,,-
6449,2018-12-09,New York,-6,-110,,-,,-,,-
6450,2018-12-09,Toronto,+5,-110,,-,,-,,-
6451,2018-12-09,Detroit,-3,-110,,-,,-,,-
6452,2018-12-10,Indiana,+6,-110,,-,,-,,-
6453,2018-12-10,Philadelphia,+11½,-110,,-,,-,,-
6454,2018-12-10,Boston,+2½,-110,,-,,-,,-
6455,2018-12-10,Milwaukee,+10½,-110,,-,,-,,-
6456,2018-12-10,Oklahoma City,+5,-110,,-,,-,,-
6457,2018-12-10,Chicago,-2,-110,,-,,-,,-
6458,2018-12-10,Dallas,+5,-110,,-,,-,,-
6459,2018-12-10,Phoenix,-9½,-110,,-,,-,,-
6460,2018-12-10,Denver,+3,-110,,-,,-,,-
6461,2018-12-10,Golden State,+9½,-110,,-,,-,,-
6462,2018-12-10,L.A. Lakers,+5,-105,,-,,-,,-
6463,2018-12-11,L.A. Clippers,-3,-110,,-,,-,,-
6464,2018-12-11,Houston,+6½,-110,,-,,-,,-
6465,2018-12-11,San Antonio,+13,-110,,-,,-,,-
6466,2018-12-12,Utah,+8½,-105,,-,,-,,-
6467,2018-12-12,Dallas,+9½,-110,,-,,-,,-
6468,2018-12-12,Golden State,+7½,-110,,-,,-,,-
6469,2018-12-12,Sacramento,-3½,-110,,-,,-,,-
6470,2018-12-12,New Orleans,-2,-110,,-,,-,,-
6471,2018-12-12,Cleveland,-1,-115,,-,,-,,-
6472,2018-12-12,Indiana,-2,-110,,-,,-,,-
6473,2018-12-12,Charlotte,+5½,-110,,-,,-,,-
6474,2018-12-12,Memphis,+3,-105,,-,,-,,-
6475,2018-12-12,Washington,-3½,-115,,-,,-,,-
6476,2018-12-12,Philadelphia,+6,-110,,-,,-,,-
6477,2018-12-13,Houston,+5½,-105,,-,,-,,-
6478,2018-12-13,San Antonio,+3,-110,,-,,-,,-
6479,2018-12-13,Orlando,+5½,-110,,-,,-,,-
6480,2018-12-13,Phoenix,-6,-110,,-,,-,,-
6481,2018-12-14,Sacramento,-7,-110,,-,,-,,-
6482,2018-12-14,Portland,-1½,-110,,-,,-,,-
6483,2018-12-14,Memphis,+4,-110,,-,,-,,-
6484,2018-12-14,Brooklyn,+3,-110,,-,,-,,-
6485,2018-12-14,Denver,-2,-110,,-,,-,,-
6486,2018-12-14,Cleveland,-9½,-110,,-,,-,,-
6487,2018-12-14,Charlotte,+10,-110,,-,,-,,-
6488,2018-12-14,Boston,+12,-110,,-,,-,,-
6489,2018-12-14,Philadelphia,+3,-110,,-,,-,,-
6490,2018-12-15,Phoenix,-7½,-110,,-,,-,,-
6491,2018-12-15,San Antonio,+9,-110,,-,,-,,-
6492,2018-12-15,Memphis,-5,-110,,-,,-,,-
6493,2018-12-15,Oklahoma City,+6½,-115,,-,,-,,-
6494,2018-12-15,Charlotte,-1,-110,,-,,-,,-
6495,2018-12-15,Orlando,-6,-110,,-,,-,,-
6496,2018-12-15,Detroit,-2,-110,,-,,-,,-
6497,2018-12-16,Brooklyn,+7,-110,,-,,-,,-
6498,2018-12-16,Cleveland,-8½,-110,,-,,-,,-
6499,2018-12-16,Indiana,+11½,-110,,-,,-,,-
6500,2018-12-16,Washington,-3,-110,,-,,-,,-
6501,2018-12-16,Dallas,+4½,-115,,-,,-,,-
6502,2018-12-16,New Orleans,+5½,-110,,-,,-,,-
6503,2018-12-16,Denver,+3,-110,,-,,-,,-
6504,2018-12-17,San Antonio,+1½,-110,,-,,-,,-
6505,2018-12-17,Golden State,+12½,-105,,-,,-,,-
6506,2018-12-17,Houston,+5,-110,,-,,-,,-
6507,2018-12-17,L.A. Clippers,+1½,-110,,-,,-,,-
6508,2018-12-17,Minnesota,+8,-115,,-,,-,,-
6509,2018-12-17,New York,-1½,-110,,-,,-,,-
6510,2018-12-17,Detroit,-3,-110,,-,,-,,-
6511,2018-12-17,Oklahoma City,+12½,-110,,-,,-,,-
6512,2018-12-18,Indiana,+12½,-110,,-,,-,,-
6513,2018-12-18,Brooklyn,-1½,-110,,-,,-,,-
6514,2018-12-18,Atlanta,-3,-110,,-,,-,,-
6515,2018-12-18,Denver,+4½,-110,,-,,-,,-
6516,2018-12-19,Utah,-2,-105,,-,,-,,-
6517,2018-12-19,Milwaukee,+9,-110,,-,,-,,-
6518,2018-12-19,Chicago,-1,-110,,-,,-,,-
6519,2018-12-19,Houston,+11,-110,,-,,-,,-
6520,2018-12-19,Minnesota,+5½,-110,,-,,-,,-
6521,2018-12-19,Orlando,-3,-110,,-,,-,,-
6522,2018-12-19,Boston,+11½,-110,,-,,-,,-
6523,2018-12-19,Charlotte,+13½,-110,,-,,-,,-
6524,2018-12-19,Portland,+5½,-110,,-,,-,,-
6525,2018-12-19,Philadelphia,+12½,-110,,-,,-,,-
6526,2018-12-19,Toronto,+4½,-110,,-,,-,,-
6527,2018-12-19,Sacramento,-4½,-105,,-,,-,,-
6528,2018-12-20,L.A. Clippers,+3½,-115,,-,,-,,-
6529,2018-12-20,Miami,-3,-110,,-,,-,,-
6530,2018-12-21,Portland,+1½,-110,,-,,-,,-
6531,2018-12-21,Charlotte,+4,-110,,-,,-,,-
6532,2018-12-21,Toronto,+11½,-110,,-,,-,,-
6533,2018-12-21,Brooklyn,-3,-110,,-,,-,,-
6534,2018-12-21,New York,+2,-110,,-,,-,,-
6535,2018-12-21,Boston,-1½,-110,,-,,-,,-
6536,2018-12-21,Chicago,-3,-110,,-,,-,,-
6537,2018-12-21,San Antonio,+3½,-105,,-,,-,,-
6538,2018-12-21,Sacramento,+2,-110,,-,,-,,-
6539,2018-12-21,L.A. Lakers,+5,-110,,-,,-,,-
6540,2018-12-22,Golden State,+11,-110,,-,,-,,-
6541,2018-12-22,Miami,-2,-110,,-,,-,,-
6542,2018-12-22,Houston,+4½,-110,,-,,-,,-
6543,2018-12-22,L.A. Clippers,+2½,-110,,-,,-,,-
6544,2018-12-22,Washington,+5,-110,,-,,-,,-
6545,2018-12-22,Utah,+2,-110,,-,,-,,-
6546,2018-12-22,Philadelphia,+7½,-110,,-,,-,,-
6547,2018-12-23,L.A. Lakers,+5,-115,,-,,-,,-
6548,2018-12-23,Oklahoma City,+6½,-110,,-,,-,,-
6549,2018-12-23,Portland,+7½,-110,,-,,-,,-
6550,2018-12-23,Golden State,+11,-110,,-,,-,,-
6551,2018-12-23,Boston,+7½,-110,,-,,-,,-
6552,2018-12-23,Orlando,+2½,-110,,-,,-,,-
6553,2018-12-23,Sacramento,-1,-110,,-,,-,,-
6554,2018-12-23,Detroit,+9,-110,,-,,-,,-
6555,2018-12-23,Cleveland,+1,-115,,-,,-,,-
6556,2018-12-23,Brooklyn,+9,-110,,-,,-,,-
6557,2018-12-23,Indiana,+11,-110,,-,,-,,-
6558,2018-12-25,New York,-10,-110,,-,,-,,-
6559,2018-12-25,Houston,-1,-110,,-,,-,,-
6560,2018-12-25,Boston,+5,-105,,-,,-,,-
6561,2018-12-25,Golden State,+9,-105,,-,,-,,-
6562,2018-12-25,Utah,+7,-110,,-,,-,,-
6563,2018-12-26,San Antonio,+4,-110,,-,,-,,-
6564,2018-12-26,Dallas,+2,-110,,-,,-,,-
6565,2018-12-26,Chicago,-4,-110,,-,,-,,-
6566,2018-12-26,Memphis,+9½,-110,,-,,-,,-
6567,2018-12-26,L.A. Clippers,+5,-110,,-,,-,,-
6568,2018-12-26,Miami,-2½,-110,,-,,-,,-
6569,2018-12-26,Atlanta,-6½,-105,,-,,-,,-
6570,2018-12-26,Detroit,+4½,-115,,-,,-,,-
6571,2018-12-26,Orlando,+5½,-110,,-,,-,,-
6572,2018-12-26,Brooklyn,+1½,-110,,-,,-,,-
6573,2018-12-27,Utah,+5,-110,,-,,-,,-
6574,2018-12-27,Golden State,+8½,-110,,-,,-,,-
6575,2018-12-27,Houston,-2,-110,,-,,-,,-
6576,2018-12-27,Milwaukee,+14½,-110,,-,,-,,-
6577,2018-12-27,Sacramento,+4½,-110,,-,,-,,-
6578,2018-12-28,Charlotte,+4½,-105,,-,,-,,-
6579,2018-12-28,Orlando,-4½,-110,,-,,-,,-
6580,2018-12-28,Washington,+4½,-110,,-,,-,,-
6581,2018-12-28,Miami,+10,-105,,-,,-,,-
6582,2018-12-28,New Orleans,+4,-110,,-,,-,,-
6583,2018-12-28,Minnesota,+9½,-110,,-,,-,,-
6584,2018-12-28,Denver,+4½,-110,,-,,-,,-
6585,2018-12-28,Phoenix,-4½,-110,,-,,-,,-
6586,2018-12-28,L.A. Lakers,-7,-110,,-,,-,,-
6587,2018-12-28,Indiana,+7,-110,,-,,-,,-
6588,2018-12-29,L.A. Clippers,+3,-110,,-,,-,,-
6589,2018-12-29,Utah,+12,-115,,-,,-,,-
6590,2018-12-29,Portland,-5,-110,,-,,-,,-
6591,2018-12-29,Phoenix,-4½,-110,,-,,-,,-
6592,2018-12-29,Atlanta,+4,-115,,-,,-,,-
6593,2018-12-29,Washington,-3½,-110,,-,,-,,-
6594,2018-12-29,Milwaukee,+10½,-110,,-,,-,,-
6595,2018-12-29,Memphis,-3½,-110,,-,,-,,-
6596,2018-12-29,New Orleans,-3½,-110,,-,,-,,-
6597,2018-12-30,Orlando,+1½,-110,,-,,-,,-
6598,2018-12-30,Miami,+3½,-110,,-,,-,,-
6599,2018-12-30,Toronto,+10½,-110,,-,,-,,-
6600,2018-12-30,Dallas,-2½,-105,,-,,-,,-
6601,2018-12-30,Portland,+3½,-110,,-,,-,,-
6602,2018-12-30,L.A. Lakers,+2,-110,,-,,-,,-
6603,2018-12-31,Indiana,+13,-105,,-,,-,,-
6604,2018-12-31,Charlotte,+8,-110,,-,,-,,-
6605,2018-12-31,San Antonio,-1½,-110,,-,,-,,-
6606,2018-12-31,Houston,+4,-110,,-,,-,,-
6607,2018-12-31,Oklahoma City,+7½,-110,,-,,-,,-
6608,2018-12-31,New Orleans,-1,-105,,-,,-,,-
6609,2018-12-31,Phoenix,-10,-110,,-,,-,,-
6610,2019-01-01,L.A. Clippers,-1½,-110,,-,,-,,-
6611,2019-01-01,Sacramento,-1,-110,,-,,-,,-
6612,2019-01-01,Milwaukee,+10,-110,,-,,-,,-
6613,2019-01-01,Toronto,+1½,-110,,-,,-,,-
6614,2019-01-01,Denver,+13,-110,,-,,-,,-
6615,2019-01-02,L.A. Lakers,-5½,-110,,-,,-,,-
6616,2019-01-02,Phoenix,-3½,-110,,-,,-,,-
6617,2019-01-02,Memphis,+6½,-110,,-,,-,,-
6618,2019-01-02,Boston,+6,-110,,-,,-,,-
6619,2019-01-02,Chicago,-1½,-110,,-,,-,,-
6620,2019-01-02,Charlotte,+1½,-115,,-,,-,,-
6621,2019-01-02,Washington,+6½,-110,,-,,-,,-
6622,2019-01-02,Cleveland,-5½,-110,,-,,-,,-
6623,2019-01-02,Brooklyn,-1,-105,,-,,-,,-
6624,2019-01-03,San Antonio,+3½,-110,,-,,-,,-
6625,2019-01-03,Sacramento,-3½,-110,,-,,-,,-
6626,2019-01-03,Golden State,+8½,-110,,-,,-,,-
6627,2019-01-04,Portland,+1,-110,,-,,-,,-
6628,2019-01-04,L.A. Lakers,+5½,-115,,-,,-,,-
6629,2019-01-04,Phoenix,-4½,-110,,-,,-,,-
6630,2019-01-04,Chicago,-7,-110,,-,,-,,-
6631,2019-01-04,Milwaukee,+13½,-115,,-,,-,,-
6632,2019-01-04,Miami,+6½,-105,,-,,-,,-
6633,2019-01-04,Cleveland,-10,-110,,-,,-,,-
6634,2019-01-04,Minnesota,+4,-110,,-,,-,,-
6635,2019-01-04,Memphis,+4,-110,,-,,-,,-
6636,2019-01-04,Boston,+4,-110,,-,,-,,-
6637,2019-01-05,Denver,+9,-110,,-,,-,,-
6638,2019-01-05,Detroit,-3½,-115,,-,,-,,-
6639,2019-01-05,Philadelphia,+6½,-110,,-,,-,,-
6640,2019-01-05,Cleveland,-9½,-110,,-,,-,,-
6641,2019-01-05,Milwaukee,+5½,-105,,-,,-,,-
6642,2019-01-05,San Antonio,+8½,-110,,-,,-,,-
6643,2019-01-05,Portland,+2,-110,,-,,-,,-
6644,2019-01-05,Sacramento,-7½,-115,,-,,-,,-
6645,2019-01-06,Phoenix,+1½,-110,,-,,-,,-
6646,2019-01-06,Toronto,+1½,-110,,-,,-,,-
6647,2019-01-06,Oklahoma City,+10,-115,,-,,-,,-
6648,2019-01-06,Chicago,-2,-105,,-,,-,,-
6649,2019-01-06,Minnesota,+8,-110,,-,,-,,-
6650,2019-01-06,L.A. Clippers,+6½,-110,,-,,-,,-
6651,2019-01-06,Atlanta,-6½,-110,,-,,-,,-
6652,2019-01-07,Dallas,+7½,-110,,-,,-,,-
6653,2019-01-07,Sacramento,+4½,-110,,-,,-,,-
6654,2019-01-07,Portland,+11,-110,,-,,-,,-
6655,2019-01-07,Houston,+1,-110,,-,,-,,-
6656,2019-01-07,Boston,+10½,-110,,-,,-,,-
6657,2019-01-07,New Orleans,+4½,-110,,-,,-,,-
6658,2019-01-07,Milwaukee,+5½,-110,,-,,-,,-
6659,2019-01-07,Detroit,-2½,-105,,-,,-,,-
6660,2019-01-08,Philadelphia,+8,-110,,-,,-,,-
6661,2019-01-08,Cleveland,-9½,-105,,-,,-,,-
6662,2019-01-08,Toronto,+13½,-110,,-,,-,,-
6663,2019-01-08,Miami,+2,-110,,-,,-,,-
6664,2019-01-08,Oklahoma City,+8,-110,,-,,-,,-
6665,2019-01-08,Phoenix,-4,-105,,-,,-,,-
6666,2019-01-08,Golden State,+17½,-110,,-,,-,,-
6667,2019-01-08,L.A. Clippers,+6½,-115,,-,,-,,-
6668,2019-01-09,New Orleans,+15,-110,,-,,-,,-
6669,2019-01-09,L.A. Lakers,+1,-110,,-,,-,,-
6670,2019-01-09,Portland,+9½,-110,,-,,-,,-
6671,2019-01-09,Utah,+9½,-110,,-,,-,,-
6672,2019-01-09,Dallas,+11,-110,,-,,-,,-
6673,2019-01-09,Memphis,-2½,-110,,-,,-,,-
6674,2019-01-09,Brooklyn,+8½,-110,,-,,-,,-
6675,2019-01-09,Boston,+7,-110,,-,,-,,-
6676,2019-01-09,Washington,-3½,-110,,-,,-,,-
6677,2019-01-09,Houston,-2,-110,,-,,-,,-
6678,2019-01-10,Miami,-2½,-110,,-,,-,,-
6679,2019-01-10,Denver,+6,-110,,-,,-,,-
6680,2019-01-10,San Antonio,-1½,-110,,-,,-,,-
6681,2019-01-10,Sacramento,+8,-110,,-,,-,,-
6682,2019-01-11,Golden State,+15½,-110,,-,,-,,-
6683,2019-01-11,Portland,+6½,-110,,-,,-,,-
6684,2019-01-11,Utah,+8½,-110,,-,,-,,-
6685,2019-01-11,Minnesota,+4½,-110,,-,,-,,-
6686,2019-01-11,New York,-8,-110,,-,,-,,-
6687,2019-01-11,Toronto,+10,-110,,-,,-,,-
6688,2019-01-11,Philadelphia,+9½,-110,,-,,-,,-
6689,2019-01-11,Washington,-1½,-110,,-,,-,,-
6690,2019-01-11,Houston,+13½,-110,,-,,-,,-
6691,2019-01-12,Sacramento,+6,-110,,-,,-,,-
6692,2019-01-12,Utah,+12,-110,,-,,-,,-
6693,2019-01-12,Phoenix,-9,-110,,-,,-,,-
6694,2019-01-12,Minnesota,-2,-110,,-,,-,,-
6695,2019-01-12,Orlando,-7½,-110,,-,,-,,-
6696,2019-01-12,Miami,+3,-110,,-,,-,,-
6697,2019-01-12,L.A. Clippers,+7½,-110,,-,,-,,-
6698,2019-01-12,Oklahoma City,+6,-105,,-,,-,,-
6699,2019-01-13,L.A. Lakers,+11,-110,,-,,-,,-
6700,2019-01-13,Dallas,-6,-110,,-,,-,,-
6701,2019-01-13,Orlando,-5½,-110,,-,,-,,-
6702,2019-01-13,Denver,+4½,-110,,-,,-,,-
6703,2019-01-13,Washington,-5,-110,,-,,-,,-
6704,2019-01-13,New York,-8½,-110,,-,,-,,-
6705,2019-01-13,Atlanta,-9½,-110,,-,,-,,-
6706,2019-01-14,Brooklyn,-2½,-105,,-,,-,,-
6707,2019-01-14,Houston,+3½,-115,,-,,-,,-
6708,2019-01-14,San Antonio,+7½,-115,,-,,-,,-
6709,2019-01-14,Utah,+7½,-110,,-,,-,,-
6710,2019-01-14,Sacramento,+2,-110,,-,,-,,-
6711,2019-01-14,L.A. Clippers,-1½,-110,,-,,-,,-
6712,2019-01-15,Denver,-2,-110,,-,,-,,-
6713,2019-01-15,Milwaukee,+8½,-110,,-,,-,,-
6714,2019-01-15,L.A. Lakers,+7,-110,,-,,-,,-
6715,2019-01-15,Indiana,+10½,-110,,-,,-,,-
6716,2019-01-15,Philadelphia,+6,-110,,-,,-,,-
6717,2019-01-15,Atlanta,-10,-110,,-,,-,,-
6718,2019-01-16,L.A. Clippers,+1,-110,,-,,-,,-
6719,2019-01-16,Portland,+14,-110,,-,,-,,-
6720,2019-01-16,Dallas,+1,-110,,-,,-,,-
6721,2019-01-16,Golden State,+6½,-110,,-,,-,,-
6722,2019-01-16,Boston,+2½,-110,,-,,-,,-
6723,2019-01-16,Memphis,-6,-110,,-,,-,,-
6724,2019-01-16,Detroit,+3½,-110,,-,,-,,-
6725,2019-01-16,Houston,+5½,-110,,-,,-,,-
6726,2019-01-17,Washington,+7½,-115,,-,,-,,-
6727,2019-01-17,Indiana,+3,-110,,-,,-,,-
6728,2019-01-17,Charlotte,+3,-110,,-,,-,,-
6729,2019-01-17,Toronto,+9½,-110,,-,,-,,-
6730,2019-01-17,Denver,+14½,-110,,-,,-,,-
6731,2019-01-17,Oklahoma City,+10,-115,,-,,-,,-
6732,2019-01-18,Portland,+3,-110,,-,,-,,-
6733,2019-01-18,L.A. Clippers,-7½,-110,,-,,-,,-
6734,2019-01-18,Utah,+16,-110,,-,,-,,-
6735,2019-01-18,Minnesota,+1½,-110,,-,,-,,-
6736,2019-01-18,Detroit,+2½,-110,,-,,-,,-
6737,2019-01-18,Boston,+10½,-115,,-,,-,,-
6738,2019-01-18,Orlando,+2½,-110,,-,,-,,-
6739,2019-01-19,Denver,+18½,-110,,-,,-,,-
6740,2019-01-19,Houston,+7,-110,,-,,-,,-
6741,2019-01-19,Toronto,+10½,-110,,-,,-,,-
6742,2019-01-19,Atlanta,-6½,-110,,-,,-,,-
6743,2019-01-19,Chicago,-3½,-110,,-,,-,,-
6744,2019-01-19,Indiana,+8,-110,,-,,-,,-
6745,2019-01-19,Detroit,-1,-110,,-,,-,,-
6746,2019-01-19,Charlotte,+7,-115,,-,,-,,-
6747,2019-01-19,Philadelphia,+4,-110,,-,,-,,-
6748,2019-01-19,Orlando,-10,-110,,-,,-,,-
6749,2019-01-20,Indiana,+8,-110,,-,,-,,-
6750,2019-01-20,Minnesota,+12,-110,,-,,-,,-
6751,2019-01-20,San Antonio,+9½,-105,,-,,-,,-
6752,2019-01-21,Boston,+8½,-105,,-,,-,,-
6753,2019-01-21,L.A. Lakers,-13,-110,,-,,-,,-
6754,2019-01-21,Utah,+5,-105,,-,,-,,-
6755,2019-01-21,Philadelphia,+4½,-110,,-,,-,,-
6756,2019-01-21,Memphis,+3,-110,,-,,-,,-
6757,2019-01-21,Brooklyn,+3½,-110,,-,,-,,-
6758,2019-01-21,Atlanta,+2,-110,,-,,-,,-
6759,2019-01-21,Milwaukee,+11,-110,,-,,-,,-
6760,2019-01-21,Washington,+5½,-110,,-,,-,,-
6761,2019-01-21,Cleveland,-2½,-110,,-,,-,,-
6762,2019-01-21,New York,-9,-105,,-,,-,,-
6763,2019-01-22,Toronto,+11,-110,,-,,-,,-
6764,2019-01-22,Oklahoma City,+4,-110,,-,,-,,-
6765,2019-01-22,Dallas,+3,-110,,-,,-,,-
6766,2019-01-22,Phoenix,-4,-110,,-,,-,,-
6767,2019-01-23,Utah,+4½,-110,,-,,-,,-
6768,2019-01-23,Memphis,+2,-110,,-,,-,,-
6769,2019-01-23,Chicago,+1½,-110,,-,,-,,-
6770,2019-01-23,New Orleans,+5,-110,,-,,-,,-
6771,2019-01-23,Philadelphia,+3½,-110,,-,,-,,-
6772,2019-01-23,Boston,+15,-110,,-,,-,,-
6773,2019-01-23,New York,-8,-110,,-,,-,,-
6774,2019-01-23,Brooklyn,+5,-110,,-,,-,,-
6775,2019-01-23,Indiana,+6½,-110,,-,,-,,-
6776,2019-01-23,Miami,+5½,-110,,-,,-,,-
6777,2019-01-24,L.A. Lakers,+2,-110,,-,,-,,-
6778,2019-01-24,Phoenix,-8½,-105,,-,,-,,-
6779,2019-01-24,Oklahoma City,+13½,-110,,-,,-,,-
6780,2019-01-24,Washington,-9½,-105,,-,,-,,-
6781,2019-01-25,Utah,+10½,-110,,-,,-,,-
6782,2019-01-25,Milwaukee,+11,-110,,-,,-,,-
6783,2019-01-25,Dallas,+5,-110,,-,,-,,-
6784,2019-01-25,Chicago,-4½,-110,,-,,-,,-
6785,2019-01-25,Denver,+15,-115,,-,,-,,-
6786,2019-01-25,Houston,-3½,-110,,-,,-,,-
6787,2019-01-25,Brooklyn,+8½,-110,,-,,-,,-
6788,2019-01-25,Cleveland,-8½,-110,,-,,-,,-
6789,2019-01-25,Orlando,+3½,-110,,-,,-,,-
6790,2019-01-25,Memphis,+2,-115,,-,,-,,-
6791,2019-01-26,New Orleans,-4½,-110,,-,,-,,-
6792,2019-01-26,Memphis,-5,-110,,-,,-,,-
6793,2019-01-26,Boston,-3½,-110,,-,,-,,-
6794,2019-01-26,Denver,+10½,-115,,-,,-,,-
6795,2019-01-26,Portland,+8½,-110,,-,,-,,-
6796,2019-01-27,Minnesota,-5½,-110,,-,,-,,-
6797,2019-01-27,L.A. Lakers,+8,-110,,-,,-,,-
6798,2019-01-27,New York,-5,-115,,-,,-,,-
6799,2019-01-27,San Antonio,+4,-105,,-,,-,,-
6800,2019-01-27,Oklahoma City,-1,-110,,-,,-,,-
6801,2019-01-27,Dallas,-4½,-110,,-,,-,,-
6802,2019-01-27,Chicago,+4½,-110,,-,,-,,-
6803,2019-01-27,Houston,+8½,-110,,-,,-,,-
6804,2019-01-27,L.A. Clippers,+3½,-110,,-,,-,,-
6805,2019-01-28,Indiana,-7,-110,,-,,-,,-
6806,2019-01-28,Charlotte,+11½,-110,,-,,-,,-
6807,2019-01-28,Boston,+9,-110,,-,,-,,-
6808,2019-01-28,Memphis,-5½,-110,,-,,-,,-
6809,2019-01-28,L.A. Clippers,+6½,-110,,-,,-,,-
6810,2019-01-29,Cleveland,-8,-110,,-,,-,,-
6811,2019-01-29,Detroit,-7,-110,,-,,-,,-
6812,2019-01-29,Orlando,-3½,-110,,-,,-,,-
6813,2019-01-29,Brooklyn,+6½,-110,,-,,-,,-
6814,2019-01-29,Houston,+13½,-110,,-,,-,,-
6815,2019-01-29,San Antonio,+13½,-110,,-,,-,,-
6816,2019-01-29,L.A. Lakers,-7½,-110,,-,,-,,-
6817,2019-01-30,Washington,+1,-110,,-,,-,,-
6818,2019-01-30,Portland,-2½,-110,,-,,-,,-
6819,2019-01-30,Sacramento,+5,-110,,-,,-,,-
6820,2019-01-30,New Orleans,-9,-110,,-,,-,,-
6821,2019-01-30,Boston,+7½,-110,,-,,-,,-
6822,2019-01-30,New York,-6½,-115,,-,,-,,-
6823,2019-01-30,Miami,+10½,-110,,-,,-,,-
6824,2019-01-30,Minnesota,+3,-110,,-,,-,,-
6825,2019-01-31,Golden State,+8,-115,,-,,-,,-
6826,2019-01-31,Orlando,+3½,-110,,-,,-,,-
6827,2019-01-31,Detroit,+7½,-110,,-,,-,,-
6828,2019-01-31,Toronto,+2½,-110,,-,,-,,-
6829,2019-01-31,San Antonio,+8,-115,,-,,-,,-
6830,2019-01-31,L.A. Clippers,-2,-110,,-,,-,,-
6831,2019-02-01,Denver,+3½,-110,,-,,-,,-
6832,2019-02-01,Utah,+12,-110,,-,,-,,-
6833,2019-02-01,Charlotte,+8,-110,,-,,-,,-
6834,2019-02-01,New York,-14,-110,,-,,-,,-
6835,2019-02-01,Miami,-3½,-110,,-,,-,,-
6836,2019-02-02,Golden State,+15,-110,,-,,-,,-
6837,2019-02-02,Minnesota,+1½,-115,,-,,-,,-
6838,2019-02-02,San Antonio,+10½,-110,,-,,-,,-
6839,2019-02-02,Phoenix,+2,-110,,-,,-,,-
6840,2019-02-02,Utah,+7,-110,,-,,-,,-
6841,2019-02-02,Sacramento,-3,-105,,-,,-,,-
6842,2019-02-02,Cleveland,-5,-110,,-,,-,,-
6843,2019-02-02,Washington,-6,-110,,-,,-,,-
6844,2019-02-02,Charlotte,+6½,-110,,-,,-,,-
6845,2019-02-02,Orlando,+3,-110,,-,,-,,-
6846,2019-02-02,Detroit,+2,-105,,-,,-,,-
6847,2019-02-02,Miami,+2,-115,,-,,-,,-
6848,2019-02-03,New York,-2½,-110,,-,,-,,-
6849,2019-02-03,Boston,+4,-110,,-,,-,,-
6850,2019-02-03,Toronto,+9½,-110,,-,,-,,-
6851,2019-02-04,Sacramento,-2,-110,,-,,-,,-
6852,2019-02-04,Phoenix,-8½,-110,,-,,-,,-
6853,2019-02-04,New Orleans,-4,-110,,-,,-,,-
6854,2019-02-04,Detroit,-2,-110,,-,,-,,-
6855,2019-02-04,Washington,+7,-110,,-,,-,,-
6856,2019-02-04,Brooklyn,-7½,-110,,-,,-,,-
6857,2019-02-05,Portland,+7½,-110,,-,,-,,-
6858,2019-02-05,Memphis,-4,-110,,-,,-,,-
6859,2019-02-05,Oklahoma City,+8½,-110,,-,,-,,-
6860,2019-02-05,Philadelphia,+2½,-115,,-,,-,,-
6861,2019-02-05,Charlotte,+3½,-110,,-,,-,,-
6862,2019-02-05,Cleveland,-10,-110,,-,,-,,-
6863,2019-02-05,Indiana,-2½,-110,,-,,-,,-
6864,2019-02-05,New York,-3,-110,,-,,-,,-
6865,2019-02-06,Sacramento,-3½,-110,,-,,-,,-
6866,2019-02-06,Utah,+15,-110,,-,,-,,-
6867,2019-02-06,Dallas,+5,-110,,-,,-,,-
6868,2019-02-06,Golden State,+15,-110,,-,,-,,-
6869,2019-02-06,Chicago,-1½,-110,,-,,-,,-
6870,2019-02-06,Brooklyn,-3½,-110,,-,,-,,-
6871,2019-02-06,Milwaukee,+12,-105,,-,,-,,-
6872,2019-02-07,Orlando,+3½,-110,,-,,-,,-
6873,2019-02-07,Indiana,+6½,-110,,-,,-,,-
6874,2019-02-07,Atlanta,-6½,-110,,-,,-,,-
6875,2019-02-07,Oklahoma City,+13½,-110,,-,,-,,-
6876,2019-02-07,Boston,+9,-110,,-,,-,,-
6877,2019-02-07,Portland,+6,-110,,-,,-,,-
6878,2019-02-08,Phoenix,-16½,-110,,-,,-,,-
6879,2019-02-08,Sacramento,+3½,-110,,-,,-,,-
6880,2019-02-08,New Orleans,+6,-115,,-,,-,,-
6881,2019-02-08,Dallas,-6,-110,,-,,-,,-
6882,2019-02-08,Philadelphia,+6½,-110,,-,,-,,-
6883,2019-02-08,Detroit,+7½,-110,,-,,-,,-
6884,2019-02-08,Brooklyn,+8,-110,,-,,-,,-
6885,2019-02-08,Washington,+10,-110,,-,,-,,-
6886,2019-02-09,Utah,+8,-110,,-,,-,,-
